enrollment_key,learner_key,course_key,term_key,program_key,is_course_passed,letter_grade,final_score,is_withdrawn,attendance_rate
501508,10271,11,11,1,,,,FALSE,0.61
501509,10271,9,11,1,,,,FALSE,0.81
501510,10272,12,4,2,FALSE,F,64.5,FALSE,0.99
501511,10272,2,4,2,TRUE,B,82.5,FALSE,0.59
501512,10272,1,5,2,TRUE,A,92.4,FALSE,0.57
501513,10272,4,5,2,TRUE,B,78.7,FALSE,0.85
501514,10272,11,6,2,TRUE,A,91.4,FALSE,0.76
501515,10272,8,6,2,TRUE,C,98.3,FALSE,0.71
501516,10272,5,7,2,TRUE,A,93.3,FALSE,0.7
501517,10272,3,7,2,TRUE,A,85.1,FALSE,0.73
501518,10272,6,8,2,TRUE,A,88.1,FALSE,0.89
501519,10272,7,8,2,TRUE,A,89.1,FALSE,1.0
501520,10273,1,6,1,TRUE,B,88.0,FALSE,0.7
501521,10273,8,6,1,TRUE,B,85.7,FALSE,0.87
501522,10273,6,6,1,TRUE,B,85.8,FALSE,0.71
501523,10273,10,7,1,TRUE,A,84.5,FALSE,0.8
501524,10273,7,7,1,TRUE,A,75.2,FALSE,0.79
501525,10273,3,7,1,TRUE,A,93.4,FALSE,0.57
501526,10273,2,8,1,TRUE,A,82.4,FALSE,0.85
501527,10273,12,8,1,TRUE,A,96.3,FALSE,0.98
501528,10273,4,8,1,TRUE,B,86.1,FALSE,0.97
501529,10273,11,9,1,FALSE,F,74.0,FALSE,0.61
501530,10273,9,9,1,TRUE,B,91.9,FALSE,0.86
501531,10273,13,9,1,FALSE,F,66.6,FALSE,0.84
501532,10274,14,7,3,TRUE,B,97.1,FALSE,0.86
501533,10274,16,7,3,TRUE,A,79.3,FALSE,0.95
501534,10274,15,8,3,TRUE,B,79.4,FALSE,0.9
501535,10275,9,3,1,TRUE,A,92.3,FALSE,0.96
501536,10275,4,3,1,TRUE,C,94.2,FALSE,0.86
501537,10275,2,4,1,TRUE,B,90.2,FALSE,0.7
501538,10275,5,4,1,TRUE,B,76.1,FALSE,0.59
501539,10275,13,5,1,TRUE,A,79.6,FALSE,0.76
501540,10275,12,5,1,TRUE,C,97.3,FALSE,0.88
501541,10276,8,5,2,TRUE,C,98.3,FALSE,0.56
501542,10276,3,5,2,TRUE,A,88.9,FALSE,0.67
501543,10276,2,5,2,TRUE,A,75.8,FALSE,0.74
501544,10276,5,6,2,TRUE,B,91.8,FALSE,0.58
501545,10276,7,6,2,TRUE,A,90.0,FALSE,0.98
501546,10276,11,6,2,TRUE,B,83.1,FALSE,0.83
501547,10276,12,7,2,FALSE,D,62.4,FALSE,0.89
501548,10276,4,7,2,TRUE,B,84.0,FALSE,0.7
501549,10276,1,7,2,FALSE,F,58.2,FALSE,0.58
501550,10276,6,8,2,TRUE,B,88.7,FALSE,0.56
501551,10277,4,4,2,TRUE,C,81.3,FALSE,0.95
501552,10277,2,4,2,TRUE,C,87.0,FALSE,0.86
501553,10277,3,4,2,TRUE,C,98.0,FALSE,0.64
501554,10277,6,5,2,TRUE,C,82.4,FALSE,0.98
501555,10277,12,5,2,TRUE,A,80.4,FALSE,0.73
501556,10277,5,5,2,TRUE,A,93.2,FALSE,0.7
501557,10277,8,6,2,FALSE,D,52.2,FALSE,0.92
501558,10277,11,6,2,FALSE,D,53.6,FALSE,0.69
501559,10277,7,6,2,TRUE,B,84.4,FALSE,0.6
501560,10277,1,7,2,TRUE,A,79.4,FALSE,0.83
501561,10278,6,5,2,TRUE,A,75.8,FALSE,0.84
501562,10278,8,5,2,TRUE,A,95.1,FALSE,0.71
501563,10279,3,3,1,TRUE,B,94.1,FALSE,0.97
501564,10279,8,3,1,TRUE,B,91.3,FALSE,0.7
501565,10279,4,4,1,TRUE,B,88.5,FALSE,0.75
501566,10279,6,4,1,TRUE,A,95.7,FALSE,0.63
501567,10279,10,5,1,TRUE,B,93.5,FALSE,0.63
501568,10279,13,5,1,FALSE,F,73.2,FALSE,0.74
501569,10279,2,6,1,TRUE,A,79.3,FALSE,0.95
501570,10279,5,6,1,TRUE,B,83.9,FALSE,0.63
501571,10280,3,8,2,FALSE,F,57.1,FALSE,0.65
501572,10280,4,8,2,TRUE,A,75.1,FALSE,0.74
501573,10280,7,8,2,TRUE,B,77.4,FALSE,0.88
501574,10281,15,2,3,TRUE,A,87.6,FALSE,0.79
501575,10281,16,2,3,TRUE,C,92.3,FALSE,0.71
501576,10281,14,2,3,FALSE,F,50.8,FALSE,0.78
501577,10282,1,9,1,TRUE,B,77.3,FALSE,0.78
501578,10282,8,9,1,TRUE,B,93.0,FALSE,0.96
501579,10282,7,9,1,TRUE,C,93.4,FALSE,0.82
501580,10282,13,10,1,FALSE,D,62.5,FALSE,0.82
501581,10282,3,10,1,FALSE,D,72.0,FALSE,0.95
501582,10282,5,10,1,TRUE,B,81.6,FALSE,0.94
501583,10283,10,8,5,TRUE,A,86.4,FALSE,0.57
501584,10283,12,8,5,TRUE,B,89.8,FALSE,0.61
501585,10283,11,9,5,TRUE,A,98.5,FALSE,0.85
501586,10283,9,9,5,TRUE,B,81.0,FALSE,0.68
501587,10284,10,8,5,TRUE,B,93.0,FALSE,0.89
501588,10284,9,8,5,FALSE,D,73.7,FALSE,0.81
501589,10284,12,8,5,TRUE,C,91.8,FALSE,0.61
501590,10284,11,9,5,TRUE,A,75.3,FALSE,0.84
501591,10285,16,5,3,TRUE,A,80.3,FALSE,0.61
501592,10285,15,5,3,TRUE,A,83.6,FALSE,0.86
501593,10285,14,5,3,FALSE,F,57.8,FALSE,0.57
501594,10286,10,6,1,TRUE,C,76.4,FALSE,0.91
501595,10286,5,6,1,TRUE,B,94.9,FALSE,0.76
501596,10286,11,7,1,TRUE,B,89.0,FALSE,0.79
501597,10286,8,7,1,TRUE,A,76.7,FALSE,0.84
501598,10286,12,8,1,TRUE,C,77.2,FALSE,0.95
501599,10286,4,8,1,TRUE,B,92.8,FALSE,0.68
501600,10286,1,9,1,TRUE,A,76.0,FALSE,0.81
501601,10286,6,9,1,TRUE,A,80.2,FALSE,0.67
501602,10286,7,10,1,TRUE,B,92.8,FALSE,0.58
501603,10286,2,10,1,TRUE,B,78.9,FALSE,0.59
501604,10286,9,11,1,TRUE,A,85.1,FALSE,0.78
501605,10286,3,11,1,,,,FALSE,0.93
501606,10287,6,3,1,TRUE,B,81.9,FALSE,0.69
501607,10287,3,3,1,FALSE,D,73.5,FALSE,0.99
501608,10288,6,7,2,TRUE,A,78.1,FALSE,0.72
501609,10288,7,7,2,TRUE,A,95.0,FALSE,0.68
501610,10288,2,7,2,TRUE,B,80.2,FALSE,0.85
501611,10288,1,8,2,TRUE,C,92.7,FALSE,0.8
501612,10288,3,8,2,TRUE,A,91.2,FALSE,0.86
501613,10288,8,8,2,TRUE,A,90.3,FALSE,0.79
501614,10289,5,3,1,TRUE,B,91.4,FALSE,0.65
501615,10289,1,3,1,TRUE,A,94.3,FALSE,0.87
501616,10289,4,3,1,TRUE,B,81.8,FALSE,0.99
501617,10289,3,4,1,FALSE,F,57.7,FALSE,0.71
501618,10289,13,4,1,TRUE,A,80.9,FALSE,0.98
501619,10289,6,4,1,FALSE,F,66.2,FALSE,0.59
501620,10289,9,5,1,TRUE,B,95.4,FALSE,0.77
501621,10289,7,5,1,FALSE,D,73.9,FALSE,0.72
501622,10289,2,5,1,TRUE,C,92.5,FALSE,0.8
501623,10289,12,6,1,TRUE,B,82.9,FALSE,0.73
501624,10289,11,6,1,TRUE,B,92.3,FALSE,0.87
501625,10289,10,6,1,TRUE,B,97.0,FALSE,0.98
501626,10289,8,7,1,TRUE,B,80.8,FALSE,0.8
501627,10290,14,5,4,TRUE,A,87.1,FALSE,0.74
501628,10290,8,5,4,TRUE,A,78.0,FALSE,0.7
501629,10290,15,6,4,TRUE,A,87.9,FALSE,0.81
501630,10290,16,6,4,TRUE,B,97.5,FALSE,0.78
501631,10291,1,6,1,TRUE,A,95.5,FALSE,0.56
501632,10291,8,6,1,TRUE,A,81.6,FALSE,0.72
501633,10291,2,6,1,TRUE,B,98.7,FALSE,0.63
501634,10291,4,7,1,FALSE,F,69.5,FALSE,1.0
501635,10291,5,7,1,TRUE,B,90.6,FALSE,0.64
501636,10291,9,7,1,TRUE,B,78.8,FALSE,0.92
501637,10291,11,8,1,TRUE,B,82.6,FALSE,0.65
501638,10291,13,8,1,TRUE,B,85.9,FALSE,0.65
501639,10291,12,8,1,TRUE,C,80.4,FALSE,0.96
501640,10291,10,9,1,FALSE,F,65.0,FALSE,0.77
501641,10291,7,9,1,TRUE,A,83.6,FALSE,0.61
501642,10291,3,9,1,FALSE,D,57.7,FALSE,0.59
501643,10292,8,1,2,TRUE,B,87.1,FALSE,0.67
501644,10292,1,1,2,TRUE,C,90.6,FALSE,0.77
501645,10292,4,1,2,FALSE,F,53.1,FALSE,0.94
501646,10292,12,2,2,TRUE,C,91.2,FALSE,0.79
501647,10292,3,2,2,TRUE,A,96.0,FALSE,0.65
501648,10292,7,2,2,TRUE,B,85.9,FALSE,0.74
501649,10292,2,3,2,TRUE,A,84.8,FALSE,0.76
501650,10292,6,3,2,TRUE,C,96.9,FALSE,0.92
501651,10292,5,3,2,TRUE,B,90.1,FALSE,0.92
501652,10292,11,4,2,TRUE,A,97.4,FALSE,0.56
501653,10293,14,1,3,TRUE,A,98.6,FALSE,0.56
501654,10293,16,1,3,TRUE,A,95.6,FALSE,0.88
501655,10293,15,1,3,FALSE,D,52.9,FALSE,0.85
501656,10294,16,1,4,TRUE,B,80.4,FALSE,0.86
501657,10294,8,1,4,TRUE,B,97.0,FALSE,0.79
501658,10295,16,6,4,TRUE,B,79.8,FALSE,0.71
501659,10295,8,6,4,TRUE,B,87.4,FALSE,0.63
501660,10295,15,6,4,TRUE,A,89.4,FALSE,0.81
501661,10296,13,9,1,TRUE,B,93.5,FALSE,0.65
501662,10296,12,9,1,TRUE,B,96.4,FALSE,0.82
501663,10296,1,10,1,FALSE,D,57.6,FALSE,0.86
501664,10296,7,10,1,TRUE,A,93.8,FALSE,0.9
501665,10297,6,6,1,TRUE,B,86.0,FALSE,0.63
501666,10297,9,6,1,TRUE,A,93.9,FALSE,0.89
501667,10298,2,5,2,FALSE,F,65.0,FALSE,0.95
501668,10298,12,5,2,TRUE,A,88.4,FALSE,0.87
501669,10298,5,5,2,TRUE,C,86.8,FALSE,0.75
501670,10298,11,6,2,TRUE,B,81.3,FALSE,0.9
501671,10298,6,6,2,TRUE,B,82.8,FALSE,0.61
501672,10298,8,6,2,TRUE,A,98.3,FALSE,0.99
501673,10298,1,7,2,TRUE,A,78.4,FALSE,0.96
501674,10298,7,7,2,TRUE,B,90.2,FALSE,0.68
501675,10298,4,7,2,TRUE,C,83.3,FALSE,0.94
501676,10298,3,8,2,TRUE,C,92.2,FALSE,1.0
501677,10299,9,3,1,FALSE,D,58.3,FALSE,0.94
501678,10299,10,3,1,TRUE,A,95.5,FALSE,0.79
501679,10299,8,4,1,TRUE,B,91.4,FALSE,0.67
501680,10299,13,4,1,TRUE,C,75.2,FALSE,0.69
501681,10299,5,5,1,TRUE,A,97.8,FALSE,0.84
501682,10299,2,5,1,TRUE,C,75.3,FALSE,0.58
501683,10299,4,6,1,TRUE,C,79.2,FALSE,0.58
501684,10299,1,6,1,TRUE,A,90.9,FALSE,0.81
501685,10299,7,7,1,TRUE,B,90.8,FALSE,0.58
501686,10299,6,7,1,TRUE,A,94.0,FALSE,0.71
501687,10299,12,8,1,TRUE,A,76.7,FALSE,0.97
501688,10299,3,8,1,TRUE,B,83.8,FALSE,0.99
501689,10300,16,3,3,TRUE,B,97.0,FALSE,0.7
501690,10300,14,3,3,TRUE,C,88.7,FALSE,0.59
501691,10300,15,3,3,TRUE,A,89.2,FALSE,0.82
501692,10301,9,2,5,TRUE,A,76.4,FALSE,0.92
501693,10301,10,2,5,FALSE,F,52.5,FALSE,0.85
501694,10301,11,3,5,FALSE,D,70.9,FALSE,0.59
501695,10301,12,3,5,TRUE,B,77.2,FALSE,0.58
501696,10302,15,1,3,TRUE,B,97.7,FALSE,0.76
501697,10302,16,1,3,TRUE,A,85.9,FALSE,0.8
501698,10302,14,1,3,TRUE,A,80.2,FALSE,0.74
501699,10303,10,6,5,TRUE,B,79.4,FALSE,0.84
501700,10303,11,6,5,TRUE,B,75.7,FALSE,0.86
501701,10303,9,6,5,TRUE,B,87.8,FALSE,0.84
501702,10303,12,7,5,TRUE,C,80.7,FALSE,0.97
501703,10304,7,8,1,TRUE,B,91.1,FALSE,0.84
501704,10304,6,8,1,TRUE,A,78.0,FALSE,0.62
501705,10305,15,5,3,TRUE,B,93.6,FALSE,0.91
501706,10305,14,5,3,TRUE,C,81.8,FALSE,0.76
501707,10305,16,6,3,TRUE,C,86.5,FALSE,0.57
501708,10306,1,8,2,TRUE,B,89.2,FALSE,0.95
501709,10306,5,8,2,FALSE,D,69.5,FALSE,0.95
501710,10306,2,9,2,TRUE,B,98.8,FALSE,0.94
501711,10306,11,9,2,FALSE,D,58.7,FALSE,0.69
501712,10306,6,10,2,TRUE,B,79.8,FALSE,0.88
501713,10306,12,10,2,TRUE,B,88.6,FALSE,0.63
501714,10307,4,7,2,TRUE,B,76.2,FALSE,0.82
501715,10307,11,7,2,TRUE,B,79.3,FALSE,0.6
501716,10307,7,7,2,TRUE,C,86.1,FALSE,0.64
501717,10307,3,8,2,TRUE,B,98.7,FALSE,0.83
501718,10307,5,8,2,TRUE,B,89.9,FALSE,0.93
501719,10307,6,8,2,TRUE,B,89.7,FALSE,0.97
501720,10308,14,7,6,TRUE,B,82.9,FALSE,0.94
501721,10308,15,7,6,TRUE,A,82.0,FALSE,0.69
501722,10308,16,8,6,TRUE,B,76.8,FALSE,0.83
501723,10308,10,8,6,TRUE,B,97.3,FALSE,0.66
501724,10309,6,9,1,TRUE,C,95.1,FALSE,0.8
501725,10309,1,9,1,TRUE,B,76.1,FALSE,0.78
501726,10309,7,10,1,TRUE,C,92.4,FALSE,0.97
501727,10309,12,10,1,TRUE,B,91.1,FALSE,0.84
501728,10309,3,11,1,,,,FALSE,0.59
501729,10309,9,11,1,TRUE,B,98.9,FALSE,0.75
501730,10310,15,8,3,TRUE,B,93.3,FALSE,0.7
501731,10310,16,8,3,TRUE,A,87.4,FALSE,0.68
501732,10310,14,8,3,TRUE,B,84.9,FALSE,0.76
501733,10311,4,3,2,TRUE,A,82.3,FALSE,0.62
501734,10311,8,3,2,TRUE,A,88.6,FALSE,0.61
501735,10311,6,3,2,TRUE,A,83.5,FALSE,0.9
501736,10311,5,4,2,TRUE,B,95.7,FALSE,0.94
501737,10311,7,4,2,TRUE,B,87.7,FALSE,0.73
501738,10311,2,4,2,TRUE,C,83.1,FALSE,0.93
501739,10311,1,5,2,TRUE,B,88.3,FALSE,0.99
501740,10311,11,5,2,FALSE,F,63.1,FALSE,0.97
501741,10311,3,5,2,TRUE,B,83.7,FALSE,0.64
501742,10311,12,6,2,TRUE,A,84.5,FALSE,0.59
501743,10312,5,1,1,TRUE,B,79.7,FALSE,0.68
501744,10312,7,1,1,TRUE,A,80.0,FALSE,0.56
501745,10312,11,1,1,TRUE,B,85.8,FALSE,0.74
501746,10313,10,9,1,TRUE,A,98.0,FALSE,0.95
501747,10313,4,9,1,TRUE,B,90.5,FALSE,0.75
501748,10313,6,10,1,TRUE,A,86.2,FALSE,1.0
501749,10313,2,10,1,TRUE,A,95.2,FALSE,0.62
501750,10313,3,11,1,TRUE,A,83.8,FALSE,0.62
501751,10313,5,11,1,TRUE,B,81.7,FALSE,0.7
501752,10314,9,9,1,TRUE,A,84.6,FALSE,0.65
501753,10314,13,9,1,TRUE,A,80.5,FALSE,0.64
501754,10315,6,9,1,TRUE,B,89.6,FALSE,0.89
501755,10315,5,9,1,TRUE,A,96.6,FALSE,0.63
501756,10315,9,9,1,TRUE,A,80.1,FALSE,0.97
501757,10315,1,10,1,TRUE,B,80.5,FALSE,0.8
501758,10315,3,10,1,TRUE,A,86.7,FALSE,0.56
501759,10315,4,10,1,TRUE,A,97.0,FALSE,0.57
501760,10316,3,4,2,TRUE,A,78.2,FALSE,0.95
501761,10316,4,4,2,FALSE,D,69.5,FALSE,0.96
501762,10316,2,5,2,TRUE,B,96.2,FALSE,0.88
501763,10316,6,5,2,TRUE,B,95.0,FALSE,0.84
501764,10317,4,7,1,TRUE,B,80.5,FALSE,0.62
501765,10317,11,7,1,TRUE,B,90.1,FALSE,0.78
501766,10317,1,8,1,TRUE,B,79.3,FALSE,0.82
501767,10317,3,8,1,TRUE,C,89.0,FALSE,0.7
501768,10317,13,9,1,TRUE,C,87.8,FALSE,0.66
501769,10317,9,9,1,TRUE,A,92.7,FALSE,0.77
501770,10318,11,1,5,FALSE,F,50.2,FALSE,0.6
501771,10318,9,1,5,TRUE,A,87.3,FALSE,0.86
501772,10318,12,2,5,TRUE,C,88.3,FALSE,0.83
501773,10318,10,2,5,TRUE,A,96.4,FALSE,0.75
501774,10319,8,2,4,FALSE,F,64.6,FALSE,0.82
501775,10319,16,2,4,TRUE,B,89.1,FALSE,0.83
501776,10319,15,2,4,TRUE,B,79.3,FALSE,0.88
501777,10319,14,3,4,TRUE,A,77.6,FALSE,0.63
501778,10320,9,4,5,TRUE,B,80.3,FALSE,0.63
501779,10320,11,4,5,FALSE,F,70.6,FALSE,0.61
501780,10320,12,5,5,TRUE,B,84.0,FALSE,0.86
501781,10320,10,5,5,TRUE,B,96.1,FALSE,0.93
501782,10321,12,5,5,TRUE,B,79.7,FALSE,0.68
501783,10321,11,5,5,TRUE,A,96.7,FALSE,0.69
501784,10321,9,5,5,TRUE,B,87.0,FALSE,0.81
501785,10321,10,6,5,TRUE,A,81.5,FALSE,0.91
501786,10322,11,4,1,TRUE,A,91.8,FALSE,0.73
501787,10322,4,4,1,TRUE,B,80.0,FALSE,0.88
501788,10322,8,4,1,TRUE,B,81.4,FALSE,0.96
501789,10322,2,5,1,TRUE,A,94.1,FALSE,0.96
501790,10322,3,5,1,TRUE,A,75.4,FALSE,0.95
501791,10322,5,5,1,TRUE,B,77.0,FALSE,0.61
501792,10322,13,6,1,TRUE,A,88.7,FALSE,0.62
501793,10322,12,6,1,TRUE,B,76.7,FALSE,0.65
501794,10322,9,6,1,TRUE,C,82.6,FALSE,0.87
501795,10322,7,7,1,TRUE,B,85.5,FALSE,0.85
501796,10322,10,7,1,TRUE,A,90.5,FALSE,0.92
501797,10322,6,7,1,TRUE,A,90.9,FALSE,0.57
501798,10323,16,7,3,TRUE,A,90.0,FALSE,0.84
501799,10323,14,7,3,TRUE,A,77.3,FALSE,0.88
501800,10323,15,7,3,TRUE,A,87.9,FALSE,0.57
501801,10324,15,2,3,TRUE,C,76.5,FALSE,0.59
501802,10324,14,2,3,TRUE,A,77.3,FALSE,0.9
501803,10324,16,3,3,TRUE,C,82.1,FALSE,0.96
501804,10325,1,7,1,TRUE,B,89.0,FALSE,0.7
501805,10325,10,7,1,TRUE,B,76.4,FALSE,0.99
501806,10326,8,7,2,TRUE,C,87.5,FALSE,0.98
501807,10326,12,7,2,TRUE,B,81.8,FALSE,0.89
501808,10326,5,7,2,TRUE,B,77.9,FALSE,0.88
501809,10326,6,8,2,TRUE,A,90.8,FALSE,0.82
501810,10326,2,8,2,TRUE,A,85.5,FALSE,0.63
501811,10326,4,8,2,FALSE,F,48.5,FALSE,0.57
501812,10327,7,4,1,TRUE,B,94.8,FALSE,0.81
501813,10327,8,4,1,TRUE,B,89.7,FALSE,0.86
501814,10327,11,5,1,FALSE,F,52.2,FALSE,0.6
501815,10327,1,5,1,TRUE,B,76.4,FALSE,0.74
501816,10327,12,6,1,FALSE,F,66.2,FALSE,0.87
501817,10327,6,6,1,FALSE,F,57.2,FALSE,0.89
501818,10327,13,7,1,TRUE,B,79.6,FALSE,0.63
501819,10327,2,7,1,TRUE,A,82.7,FALSE,0.7
501820,10327,4,8,1,FALSE,F,54.4,FALSE,0.8
501821,10327,9,8,1,FALSE,F,57.4,FALSE,0.97
501822,10328,15,7,3,TRUE,A,93.4,FALSE,0.58
501823,10328,14,7,3,TRUE,A,91.7,FALSE,0.92
501824,10328,16,8,3,TRUE,A,97.4,FALSE,0.63
501825,10329,14,2,4,TRUE,A,98.0,FALSE,0.92
501826,10329,8,2,4,TRUE,B,92.9,FALSE,0.7
501827,10329,16,3,4,TRUE,B,90.1,FALSE,0.96
501828,10329,15,3,4,TRUE,A,93.4,FALSE,0.73
501829,10330,12,2,2,TRUE,A,94.0,FALSE,0.96
501830,10330,6,2,2,TRUE,C,78.7,FALSE,0.79
501831,10330,11,2,2,TRUE,B,98.3,FALSE,0.95
501832,10330,8,3,2,TRUE,A,89.4,FALSE,0.79
501833,10330,1,3,2,TRUE,C,97.5,FALSE,0.97
501834,10330,3,3,2,FALSE,D,73.2,FALSE,0.77
501835,10331,4,2,2,TRUE,A,80.9,FALSE,0.83
501836,10331,5,2,2,TRUE,B,85.7,FALSE,0.6
501837,10331,11,2,2,TRUE,B,91.7,FALSE,0.99
501838,10331,12,3,2,TRUE,C,95.5,FALSE,0.66
501839,10331,3,3,2,TRUE,B,83.4,FALSE,0.63
501840,10331,6,3,2,TRUE,C,98.8,FALSE,0.62
501841,10331,8,4,2,TRUE,B,83.8,FALSE,0.79
501842,10331,7,4,2,TRUE,B,89.7,FALSE,0.81
501843,10331,1,4,2,TRUE,A,82.8,FALSE,0.69
501844,10331,2,5,2,TRUE,A,88.6,FALSE,0.7
501845,10332,13,5,1,TRUE,B,93.4,FALSE,0.74
501846,10332,12,5,1,TRUE,B,82.3,FALSE,0.81
501847,10332,11,5,1,TRUE,A,75.5,FALSE,0.8
501848,10332,9,6,1,TRUE,C,82.4,FALSE,0.77
501849,10332,2,6,1,TRUE,B,91.5,FALSE,0.68
501850,10332,3,6,1,TRUE,A,97.9,FALSE,0.91
501851,10332,6,7,1,TRUE,A,95.3,FALSE,0.73
501852,10332,8,7,1,TRUE,B,95.1,FALSE,0.97
501853,10332,1,7,1,TRUE,B,84.6,FALSE,0.79
501854,10332,7,8,1,TRUE,B,98.9,FALSE,0.9
501855,10332,5,8,1,TRUE,B,81.4,FALSE,0.55
501856,10332,10,8,1,TRUE,B,90.9,FALSE,0.91
501857,10332,4,9,1,TRUE,A,82.8,FALSE,0.6
501858,10333,5,8,2,TRUE,B,76.5,FALSE,0.63
501859,10333,11,8,2,TRUE,B,81.1,FALSE,0.6
501860,10333,8,9,2,TRUE,B,88.4,FALSE,0.81
501861,10333,6,9,2,TRUE,A,91.0,FALSE,0.7
501862,10333,12,10,2,TRUE,B,94.6,FALSE,0.66
501863,10333,4,10,2,TRUE,C,86.4,FALSE,1.0
501864,10333,2,11,2,,,,FALSE,0.56
501865,10333,7,11,2,,,,FALSE,0.56
501866,10334,2,2,1,TRUE,B,97.8,FALSE,0.68
501867,10334,8,2,1,TRUE,A,93.4,FALSE,0.92
501868,10335,6,6,1,TRUE,A,90.4,FALSE,0.56
501869,10335,2,6,1,TRUE,B,79.9,FALSE,0.95
501870,10335,3,6,1,FALSE,D,54.1,FALSE,0.69
501871,10335,10,7,1,TRUE,B,78.2,FALSE,0.97
501872,10335,13,7,1,TRUE,B,81.6,FALSE,0.98
501873,10335,4,7,1,TRUE,B,97.3,FALSE,0.62
501874,10336,16,4,3,TRUE,B,78.0,FALSE,0.96
501875,10336,15,4,3,TRUE,B,85.5,FALSE,0.61
501876,10336,14,5,3,TRUE,A,93.4,FALSE,0.97
501877,10337,15,4,3,FALSE,D,54.2,FALSE,0.75
501878,10337,16,4,3,FALSE,D,61.2,FALSE,0.96
501879,10337,14,5,3,TRUE,B,81.9,FALSE,0.72
501880,10338,16,9,3,TRUE,A,95.4,FALSE,0.79
501881,10338,15,9,3,TRUE,A,86.7,FALSE,0.99
501882,10338,14,10,3,TRUE,A,92.5,FALSE,0.6
501883,10339,3,5,1,TRUE,C,90.4,FALSE,0.99
501884,10339,5,5,1,TRUE,B,85.2,FALSE,0.79
501885,10339,9,6,1,TRUE,B,80.9,FALSE,0.8
501886,10339,13,6,1,TRUE,B,82.7,FALSE,0.63
501887,10340,7,5,1,TRUE,A,77.0,FALSE,0.57
501888,10340,2,5,1,TRUE,C,87.7,FALSE,0.57
501889,10340,12,5,1,TRUE,B,77.2,FALSE,0.75
501890,10340,4,6,1,TRUE,B,80.5,FALSE,0.84
501891,10340,1,6,1,TRUE,B,78.4,FALSE,0.94
501892,10340,8,6,1,TRUE,B,95.5,FALSE,0.6
501893,10340,9,7,1,TRUE,B,86.1,FALSE,0.81
501894,10340,13,7,1,TRUE,B,98.5,FALSE,0.64
501895,10340,6,7,1,TRUE,A,96.6,FALSE,0.57
501896,10340,3,8,1,FALSE,F,61.5,FALSE,0.65
501897,10340,5,8,1,FALSE,F,53.7,FALSE,0.94
501898,10340,11,8,1,FALSE,F,53.3,FALSE,0.74
501899,10341,16,7,3,TRUE,B,79.2,FALSE,0.58
501900,10341,15,7,3,TRUE,B,86.5,FALSE,0.64
501901,10341,14,7,3,TRUE,A,88.3,FALSE,0.69
501902,10342,5,9,2,TRUE,B,86.6,FALSE,0.57
501903,10342,7,9,2,TRUE,B,95.7,FALSE,0.74
501904,10342,12,9,2,TRUE,B,82.0,FALSE,0.77
501905,10342,11,10,2,TRUE,B,85.6,FALSE,0.97
501906,10342,8,10,2,TRUE,A,84.5,FALSE,0.99
501907,10342,4,10,2,FALSE,F,69.5,FALSE,0.81
501908,10342,1,11,2,TRUE,B,90.1,FALSE,0.67
501909,10342,3,11,2,,,,FALSE,0.81
501910,10342,6,11,2,,,,TRUE,0.82
501911,10343,12,1,2,FALSE,D,50.2,FALSE,0.85
501912,10343,11,1,2,TRUE,C,81.9,FALSE,0.68
501913,10343,3,2,2,TRUE,B,97.5,FALSE,0.68
501914,10343,2,2,2,TRUE,C,96.6,FALSE,0.83
501915,10344,1,1,2,TRUE,A,87.4,FALSE,0.93
501916,10344,11,1,2,FALSE,D,51.8,FALSE,0.89
501917,10344,7,1,2,TRUE,C,87.9,FALSE,0.95
501918,10344,4,2,2,TRUE,A,95.1,FALSE,0.68
501919,10344,3,2,2,TRUE,B,90.3,FALSE,0.95
501920,10344,5,2,2,TRUE,B,97.2,FALSE,0.79
501921,10344,2,3,2,TRUE,B,81.3,FALSE,0.91
501922,10344,12,3,2,TRUE,A,94.1,FALSE,0.74
501923,10344,6,3,2,TRUE,B,78.8,FALSE,0.99
501924,10344,8,4,2,TRUE,A,79.4,FALSE,0.84
501925,10345,2,9,2,TRUE,B,86.8,FALSE,0.59
501926,10345,3,9,2,TRUE,A,83.1,FALSE,0.95
501927,10345,8,10,2,FALSE,F,69.0,FALSE,0.93
501928,10345,1,10,2,TRUE,B,88.9,FALSE,0.69
501929,10345,5,11,2,,,,FALSE,0.64
501930,10345,12,11,2,,,,FALSE,0.85
501931,10346,10,2,6,FALSE,D,70.1,FALSE,0.64
501932,10346,15,2,6,TRUE,C,75.5,FALSE,0.6
501933,10346,16,3,6,TRUE,A,93.9,FALSE,0.55
501934,10346,14,3,6,TRUE,B,87.8,FALSE,0.99
501935,10347,12,9,5,FALSE,F,67.1,FALSE,0.81
501936,10347,10,9,5,TRUE,B,82.9,FALSE,0.91
501937,10347,9,10,5,TRUE,A,92.2,FALSE,0.68
501938,10347,11,10,5,FALSE,F,51.6,FALSE,0.87
501939,10348,3,2,1,TRUE,B,87.2,FALSE,0.73
501940,10348,1,2,1,TRUE,B,83.5,FALSE,0.58
501941,10348,5,2,1,FALSE,D,56.8,FALSE,0.99
501942,10348,12,3,1,TRUE,B,95.2,FALSE,0.59
501943,10348,10,3,1,TRUE,C,82.0,FALSE,0.66
501944,10348,13,3,1,TRUE,B,95.7,FALSE,0.66
501945,10349,15,9,4,TRUE,A,96.1,FALSE,0.72
